t_s,commanded_position,force_pct,initialised,grip_state,position
397.627,0,20,1,1,0
397.728,0,20,1,1,0
397.827,0,20,1,1,0
397.927,0,20,1,1,0
398.028,0,20,1,1,0
398.128,0,20,1,1,0
398.228,0,20,1,1,0
398.327,0,20,1,1,0
398.427,0,20,1,1,0
398.528,0,20,1,1,0
398.628,0,20,1,1,0
398.728,0,20,1,1,0
398.828,0,20,1,1,0
398.927,0,20,1,1,0
399.028,0,20,1,1,0
399.127,0,20,1,1,0
399.228,0,20,1,1,0
399.328,0,20,1,1,0
399.427,0,20,1,1,0
399.527,0,20,1,1,0
399.627,0,20,1,1,0
399.728,0,20,1,1,0
399.827,0,20,1,1,0
399.928,0,20,1,1,0
400.028,0,20,1,1,0
400.127,0,20,1,1,0
400.228,0,20,1,1,0
400.327,0,20,1,1,0
400.427,0,20,1,1,0
400.528,0,20,1,1,0
400.628,0,20,1,1,0
400.727,0,20,1,1,0
400.828,0,20,1,1,0
400.929,0,20,1,1,0
401.029,0,20,1,1,0
401.127,0,20,1,1,0
401.228,0,20,1,1,0
401.327,0,20,1,1,0
401.428,0,20,1,1,0
401.528,0,20,1,1,0
401.627,0,20,1,1,0
401.728,0,20,1,1,0
401.828,0,20,1,1,0
401.928,0,20,1,1,0
402.029,0,20,1,1,0
402.129,0,20,1,1,0
402.228,0,20,1,1,0
402.328,0,20,1,1,0
402.428,0,20,1,1,0
402.529,0,20,1,1,0
402.629,0,20,1,1,0
402.728,0,20,1,1,0
402.828,0,20,1,1,0
402.929,0,20,1,1,0
403.028,0,20,1,1,0
403.127,0,20,1,1,0
403.229,0,20,1,1,0
403.329,0,20,1,1,0
403.435,0,20,1,1,0
403.531,0,20,1,1,0
403.632,0,20,1,1,0
403.749,0,20,1,1,0
403.829,0,20,1,1,0
403.928,0,20,1,1,0
404.029,0,20,1,1,0
404.128,0,20,1,1,0
404.228,0,20,1,1,0
404.33,0,20,1,1,0
404.43,0,20,1,1,0
404.529,0,20,1,1,0
404.628,0,20,1,1,0
404.729,0,20,1,1,0
404.828,0,20,1,1,0
404.93,0,20,1,1,0
405.029,0,20,1,1,0
405.129,0,20,1,1,0
405.23,0,20,1,1,0
405.329,0,20,1,1,0
405.42,0,20,1,1,0
405.461,0,20,1,1,0
405.56,0,20,1,1,0
405.661,0,20,1,1,0
405.761,0,20,1,1,0
405.86,0,20,1,1,0
405.96,0,20,1,1,0
406.06,0,20,1,1,0
406.16,0,20,1,1,0
406.26,0,20,1,1,0
406.36,0,20,1,1,0
406.46,0,20,1,1,0
406.56,0,20,1,1,0
406.66,0,20,1,1,0
406.76,0,20,1,1,0
406.86,0,20,1,1,0
406.96,0,20,1,1,0
407.06,0,20,1,1,0
407.16,0,20,1,1,0
407.26,0,20,1,1,0
407.361,0,20,1,1,0
407.46,0,20,1,1,0
407.56,0,20,1,1,0
407.66,0,20,1,1,0
407.76,0,20,1,1,0
407.86,0,20,1,1,0
407.96,0,20,1,1,0
408.06,0,20,1,1,0
408.16,0,20,1,1,0
408.26,0,20,1,1,0
408.36,0,20,1,1,0
408.458,0,20,1,1,0
408.559,0,20,1,1,0
408.659,0,20,1,1,0
408.758,0,20,1,1,0
408.859,0,20,1,1,0
408.958,0,20,1,1,0
409.059,0,20,1,1,0
409.159,0,20,1,1,0
409.259,0,20,1,1,0
409.36,0,20,1,1,0
409.459,0,20,1,1,0
409.559,0,20,1,1,0
409.659,0,20,1,1,0
409.759,0,20,1,1,0
409.859,0,20,1,1,0
409.958,0,20,1,1,0
410.059,0,20,1,1,0
410.159,0,20,1,1,0
410.259,0,20,1,1,0
410.359,0,20,1,1,0
410.459,0,20,1,1,0
410.558,0,20,1,1,0
410.659,0,20,1,1,0
410.759,0,20,1,1,0
410.859,0,20,1,1,0
410.959,0,20,1,1,0
411.059,0,20,1,1,0
411.159,0,20,1,1,0
411.259,0,20,1,1,0
411.358,0,20,1,1,0
411.459,0,20,1,1,0
411.558,0,20,1,1,0
411.659,0,20,1,1,0
411.759,0,20,1,1,0
411.858,0,20,1,1,0
411.959,0,20,1,1,0
412.059,0,20,1,1,0
412.158,0,20,1,1,0
412.259,0,20,1,1,0
412.359,0,20,1,1,0
412.459,0,20,1,1,0
412.559,0,20,1,1,0
412.659,0,20,1,1,0
412.759,0,20,1,1,0
412.858,0,20,1,1,0
412.958,0,20,1,1,0
413.059,0,20,1,1,0
413.159,0,20,1,1,0
413.259,0,20,1,1,0
413.358,0,20,1,1,0
413.458,0,20,1,1,0
413.559,0,20,1,1,0
413.659,0,20,1,1,0
413.759,0,20,1,1,0
413.858,0,20,1,1,0
413.958,0,20,1,1,0
414.058,0,20,1,1,0
414.158,0,20,1,1,0
414.258,0,20,1,1,0
414.358,0,20,1,1,0
414.46,0,20,1,1,0
414.559,0,20,1,1,0
414.658,0,20,1,1,0
414.759,0,20,1,1,0
414.859,0,20,1,1,0
414.959,0,20,1,1,0
415.059,0,20,1,1,0
415.16,0,20,1,1,0
415.259,0,20,1,1,0
415.359,0,20,1,1,0
415.459,0,20,1,1,0
415.563,0,20,1,1,0
415.658,0,20,1,1,0
415.758,0,20,1,1,0
415.859,0,20,1,1,0
415.958,0,20,1,1,0
416.058,0,20,1,1,0
416.159,0,20,1,1,0
416.259,0,20,1,1,0
416.358,0,20,1,1,0
416.459,0,20,1,1,0
416.559,0,20,1,1,0
416.659,0,20,1,1,0
416.758,0,20,1,1,0
416.858,0,20,1,1,0
416.959,0,20,1,1,0
417.058,0,20,1,1,0
417.159,0,20,1,1,0
417.258,0,20,1,1,0
417.358,0,20,1,1,0
417.459,0,20,1,1,0
417.558,0,20,1,1,0
417.658,0,20,1,1,0
417.758,0,20,1,1,0
417.858,0,20,1,1,0
417.959,0,20,1,1,0
418.058,0,20,1,1,0
418.159,0,20,1,1,0
418.26,0,20,1,1,0
418.359,0,20,1,1,0
418.459,0,20,1,1,0
418.558,0,20,1,1,0
418.658,0,20,1,1,0
418.758,0,20,1,1,0
418.86,0,20,1,1,0
418.96,0,20,1,1,0
419.059,0,20,1,1,0
419.159,0,20,1,1,0
419.258,0,20,1,1,0
419.358,0,20,1,1,0
419.459,0,20,1,1,0
419.559,0,20,1,1,0
419.658,0,20,1,1,0
419.758,0,20,1,1,0
419.858,0,20,1,1,0
419.959,0,20,1,1,0
420.058,0,20,1,1,0
420.159,0,20,1,1,0
420.258,0,20,1,1,0
420.359,0,20,1,1,0
420.458,0,20,1,1,0
420.558,0,20,1,1,0
420.658,0,20,1,1,0
420.759,0,20,1,1,0
420.858,0,20,1,1,0
420.958,0,20,1,1,0
421.059,0,20,1,1,0
421.159,0,20,1,1,0
421.258,0,20,1,1,0
421.36,0,20,1,1,0
421.459,0,20,1,1,0
421.559,0,20,1,1,0
421.659,0,20,1,1,0
421.758,0,20,1,1,0
421.858,0,20,1,1,0
421.958,0,20,1,1,0
422.059,0,20,1,1,0
422.158,0,20,1,1,0
422.259,0,20,1,1,0
422.359,0,20,1,1,0
422.459,0,20,1,1,0
422.558,0,20,1,1,0
422.659,0,20,1,1,0
422.759,0,20,1,1,0
422.858,0,20,1,1,0
422.959,0,20,1,1,0
423.058,0,20,1,1,0
423.158,0,20,1,1,0
423.258,0,20,1,1,0
423.358,0,20,1,1,0
423.458,0,20,1,1,0
423.558,0,20,1,1,0
423.659,0,20,1,1,0
423.758,0,20,1,1,0
423.858,0,20,1,1,0
423.958,0,20,1,1,0
424.058,0,20,1,1,0
424.159,0,20,1,1,0
424.258,0,20,1,1,0
424.359,0,20,1,1,0
424.459,0,20,1,1,0
424.558,0,20,1,1,0
424.658,0,20,1,1,0
424.759,0,20,1,1,0
424.859,0,20,1,1,0
424.959,0,20,1,1,0
425.059,0,20,1,1,0
425.159,0,20,1,1,0
425.258,0,20,1,1,0
425.359,0,20,1,1,0
425.458,0,20,1,1,0
425.559,0,20,1,1,0
425.658,0,20,1,1,0
425.759,0,20,1,1,0
425.859,0,20,1,1,0
425.958,0,20,1,1,0
426.058,0,20,1,1,0
426.158,0,20,1,1,0
426.259,0,20,1,1,0
426.359,0,20,1,1,0
426.458,0,20,1,1,0
426.559,0,20,1,1,0
426.658,0,20,1,1,0
426.759,0,20,1,1,0
426.858,0,20,1,1,0
426.959,0,20,1,1,0
427.059,0,20,1,1,0
427.161,0,20,1,1,0
427.259,0,20,1,1,0
427.359,0,20,1,1,0
427.459,0,20,1,1,0
427.559,0,20,1,1,0
427.659,0,20,1,1,0
427.759,0,20,1,1,0
427.859,0,20,1,1,0
427.958,0,20,1,1,0
428.059,0,20,1,1,0
428.158,0,20,1,1,0
428.258,0,20,1,1,0
428.358,0,20,1,1,0
428.46,0,20,1,1,0
428.559,0,20,1,1,0
428.658,0,20,1,1,0
428.759,0,20,1,1,0
428.859,0,20,1,1,0
428.959,0,20,1,1,0
429.059,0,20,1,1,0
429.159,0,20,1,1,0
429.259,0,20,1,1,0
429.359,0,20,1,1,0
429.46,0,20,1,1,0
429.559,0,20,1,1,0
429.66,0,20,1,1,0
429.76,0,20,1,1,0
429.86,0,20,1,1,0
429.959,0,20,1,1,0
430.06,0,20,1,1,0
430.158,0,20,1,1,0
430.259,0,20,1,1,0
430.359,0,20,1,1,0
430.459,0,20,1,1,0
430.558,0,20,1,1,0
430.66,0,20,1,1,0
430.759,0,20,1,1,0
430.859,0,20,1,1,0
430.958,0,20,1,1,0
431.059,0,20,1,1,0
431.159,0,20,1,1,0
431.259,0,20,1,1,0
431.359,0,20,1,1,0
431.459,0,20,1,1,0
431.559,0,20,1,1,0
431.659,0,20,1,1,0
431.759,0,20,1,1,0
431.858,0,20,1,1,0
431.959,0,20,1,1,0
432.059,0,20,1,1,0
432.159,0,20,1,1,0
432.259,0,20,1,1,0
432.359,0,20,1,1,0
432.459,0,20,1,1,0
432.56,0,20,1,1,0
432.659,0,20,1,1,0
432.759,0,20,1,1,0
432.859,0,20,1,1,0
432.959,0,20,1,1,0
433.059,0,20,1,1,0
433.159,0,20,1,1,0
433.259,0,20,1,1,0
433.358,0,20,1,1,0
433.459,0,20,1,1,0
433.56,0,20,1,1,0
433.659,0,20,1,1,0
433.759,0,20,1,1,0
433.86,0,20,1,1,0
433.959,0,20,1,1,0
434.058,0,20,1,1,0
434.16,0,20,1,1,0
434.259,0,20,1,1,0
434.359,0,20,1,1,0
434.458,0,20,1,1,0
434.559,0,20,1,1,0
434.659,0,20,1,1,0
434.759,0,20,1,1,0
434.859,0,20,1,1,0
434.958,0,20,1,1,0
435.059,0,20,1,1,0
435.159,0,20,1,1,0
435.259,0,20,1,1,0
435.359,0,20,1,1,0
435.459,0,20,1,1,0
435.56,0,20,1,1,0
435.659,0,20,1,1,0
435.759,0,20,1,1,0
435.859,0,20,1,1,0
435.959,0,20,1,1,0
436.059,0,20,1,1,0
436.159,0,20,1,1,0
436.26,0,20,1,1,0
436.359,0,20,1,1,0
436.458,0,20,1,1,0
436.561,0,20,1,1,0
436.66,0,20,1,1,0
436.759,0,20,1,1,0
436.859,0,20,1,1,0
436.96,0,20,1,1,0
437.06,0,20,1,1,0
437.162,0,20,1,1,0
437.26,0,20,1,1,0
437.36,0,20,1,1,0
437.46,0,20,1,1,0
437.56,0,20,1,1,0
437.649,0,20,1,1,0
437.697,0,20,1,1,0
437.796,0,20,1,1,0
437.896,0,20,1,1,0
437.997,0,20,1,1,0
438.097,0,20,1,1,0
438.196,0,20,1,1,0
438.296,0,20,1,1,0
438.397,0,20,1,1,0
438.496,0,20,1,1,0
438.596,0,20,1,1,0
438.696,0,20,1,1,0
438.797,0,20,1,1,0
438.896,0,20,1,1,0
438.996,0,20,1,1,0
439.097,0,20,1,1,0
439.197,0,20,1,1,0
439.297,0,20,1,1,0
439.396,0,20,1,1,0
439.497,0,20,1,1,0
439.597,0,20,1,1,0
439.696,0,20,1,1,0
439.796,0,20,1,1,0
439.897,0,20,1,1,0
439.996,0,20,1,1,0
440.096,0,20,1,1,0
440.197,0,20,1,1,0
440.297,0,20,1,1,0
440.396,0,20,1,1,0
440.495,0,20,1,1,0
440.596,0,20,1,1,0
440.696,0,20,1,1,0
440.795,0,20,1,1,0
440.895,0,20,1,1,0
440.995,0,20,1,1,0
441.095,0,20,1,1,0
441.196,0,20,1,1,0
441.295,0,20,1,1,0
441.395,0,20,1,1,0
441.494,0,20,1,1,0
441.595,0,20,1,1,0
441.695,0,20,1,1,0
441.795,0,20,1,1,0
441.895,0,20,1,1,0
441.995,0,20,1,1,0
442.095,0,20,1,1,0
442.196,0,20,1,1,0
442.296,0,20,1,1,0
442.396,0,20,1,1,0
442.495,0,20,1,1,0
442.595,0,20,1,1,0
442.696,0,20,1,1,0
442.795,0,20,1,1,0
442.895,0,20,1,1,0
442.995,0,20,1,1,0
443.096,0,20,1,1,0
443.194,0,20,1,1,0
443.295,0,20,1,1,0
443.396,0,20,1,1,0
443.495,0,20,1,1,0
443.595,0,20,1,1,0
443.696,0,20,1,1,0
443.795,0,20,1,1,0
443.895,0,20,1,1,0
443.995,0,20,1,1,0
444.096,0,20,1,1,0
444.196,0,20,1,1,0
444.295,0,20,1,1,0
444.395,0,20,1,1,0
444.495,0,20,1,1,0
444.595,0,20,1,1,0
444.695,0,20,1,1,0
444.796,0,20,1,1,0
444.896,0,20,1,1,0
444.994,0,20,1,1,0
445.095,0,20,1,1,0
445.195,0,20,1,1,0
445.295,0,20,1,1,0
445.395,0,20,1,1,0
445.494,0,20,1,1,0
445.595,0,20,1,1,0
445.694,0,20,1,1,0
445.795,0,20,1,1,0
445.895,0,20,1,1,0
445.996,0,20,1,1,0
446.097,0,20,1,1,0
446.197,0,20,1,1,0
446.296,0,20,1,1,0
446.396,0,20,1,1,0
446.495,0,20,1,1,0
446.595,0,20,1,1,0
446.695,0,20,1,1,0
446.795,0,20,1,1,0
446.898,0,20,1,1,0
446.998,0,20,1,1,0
447.101,0,20,1,1,0
447.195,0,20,1,1,0
447.295,0,20,1,1,0
447.395,0,20,1,1,0
447.495,0,20,1,1,0
447.595,0,20,1,1,0
447.695,0,20,1,1,0
447.795,0,20,1,1,0
447.895,0,20,1,1,0
447.996,0,20,1,1,0
448.095,0,20,1,1,0
448.196,0,20,1,1,0
448.295,0,20,1,1,0
448.396,0,20,1,1,0
448.495,0,20,1,1,0
448.595,0,20,1,1,0
448.695,0,20,1,1,0
448.795,0,20,1,1,0
448.895,0,20,1,1,0
448.994,0,20,1,1,0
449.095,0,20,1,1,0
449.194,0,20,1,1,0
449.295,0,20,1,1,0
449.395,0,20,1,1,0
449.495,0,20,1,1,0
449.594,0,20,1,1,0
449.695,0,20,1,1,0
449.795,0,20,1,1,0
449.895,0,20,1,1,0
449.995,0,20,1,1,0
450.095,0,20,1,1,0
450.194,0,20,1,1,0
450.295,0,20,1,1,0
450.394,0,20,1,1,0
450.495,0,20,1,1,0
450.595,0,20,1,1,0
450.695,0,20,1,1,0
450.795,0,20,1,1,0
450.895,0,20,1,1,0
450.995,0,20,1,1,0
451.094,0,20,1,1,0
451.195,0,20,1,1,0
451.294,0,20,1,1,0
451.395,0,20,1,1,0
451.495,0,20,1,1,0
451.595,0,20,1,1,0
451.694,0,20,1,1,0
451.794,0,20,1,1,0
451.895,0,20,1,1,0
451.995,0,20,1,1,0
452.095,0,20,1,1,0
452.195,0,20,1,1,0
452.295,0,20,1,1,0
452.395,0,20,1,1,0
452.494,0,20,1,1,0
452.595,0,20,1,1,0
452.695,0,20,1,1,0
452.796,0,20,1,1,0
452.895,0,20,1,1,0
452.995,0,20,1,1,0
453.096,0,20,1,1,0
453.195,0,20,1,1,0
453.295,0,20,1,1,0
453.395,0,20,1,1,0
453.495,0,20,1,1,0
453.596,0,20,1,1,0
453.696,0,20,1,1,0
453.797,0,20,1,1,0
453.897,0,20,1,1,0
453.995,0,20,1,1,0
454.097,0,20,1,1,0
454.195,0,20,1,1,0
454.295,0,20,1,1,0
454.395,0,20,1,1,0
454.496,0,20,1,1,0
454.596,0,20,1,1,0
454.696,0,20,1,1,0
454.796,0,20,1,1,0
454.896,0,20,1,1,0
454.996,0,20,1,1,0
455.097,0,20,1,1,0
455.195,0,20,1,1,0
455.298,0,20,1,1,0
455.395,0,20,1,1,0
455.496,0,20,1,1,0
455.595,0,20,1,1,0
455.695,0,20,1,1,0
455.795,0,20,1,1,0
455.895,0,20,1,1,0
455.996,0,20,1,1,0
456.095,0,20,1,1,0
456.195,0,20,1,1,0
456.295,0,20,1,1,0
456.396,0,20,1,1,0
456.496,0,20,1,1,0
456.596,0,20,1,1,0
456.695,0,20,1,1,0
456.795,0,20,1,1,0
456.895,0,20,1,1,0
457.048,0,20,1,1,0
457.095,0,20,1,1,0
457.195,0,20,1,1,0
457.296,0,20,1,1,0
457.395,0,20,1,1,0
457.495,0,20,1,1,0
457.596,0,20,1,1,0
457.695,0,20,1,1,0
457.795,0,20,1,1,0
457.895,0,20,1,1,0
457.995,0,20,1,1,0
458.095,0,20,1,1,0
458.195,0,20,1,1,0
458.295,0,20,1,1,0
458.395,0,20,1,1,0
458.495,0,20,1,1,0
458.595,0,20,1,1,0
458.696,0,20,1,1,0
458.795,0,20,1,1,0
458.894,0,20,1,1,0
458.995,0,20,1,1,0
459.096,0,20,1,1,0
459.195,0,20,1,1,0
459.295,0,20,1,1,0
459.395,0,20,1,1,0
459.496,0,20,1,1,0
459.595,0,20,1,1,0
459.694,0,20,1,1,0
459.796,0,20,1,1,0
459.896,0,20,1,1,0
460.014,0,20,1,1,0
460.142,0,20,1,1,0
460.199,0,20,1,1,0
460.296,0,20,1,1,0
460.396,0,20,1,1,0
460.495,0,20,1,1,0
460.595,0,20,1,1,0
460.695,0,20,1,1,0
460.795,0,20,1,1,0
460.895,0,20,1,1,0
460.996,0,20,1,1,0
461.097,0,20,1,1,0
461.195,0,20,1,1,0
461.295,0,20,1,1,0
461.396,0,20,1,1,0
461.497,0,20,1,1,0
461.595,0,20,1,1,0
461.696,0,20,1,1,0
461.797,0,20,1,1,0
461.895,0,20,1,1,0
461.996,0,20,1,1,0
462.095,0,20,1,1,0
462.195,0,20,1,1,0
462.295,0,20,1,1,0
462.396,0,20,1,1,0
462.496,0,20,1,1,0
462.596,0,20,1,1,0
462.696,0,20,1,1,0
462.796,0,20,1,1,0
462.895,0,20,1,1,0
462.996,0,20,1,1,0
463.097,0,20,1,1,0
463.197,0,20,1,1,0
463.3,0,20,1,1,0
463.395,0,20,1,1,0
463.496,0,20,1,1,0
463.595,0,20,1,1,0
463.695,0,20,1,1,0
463.796,0,20,1,1,0
463.895,0,20,1,1,0
463.995,0,20,1,1,0
464.095,0,20,1,1,0
464.195,0,20,1,1,0
464.295,0,20,1,1,0
464.395,0,20,1,1,0
464.496,0,20,1,1,0
464.595,0,20,1,1,0
464.695,0,20,1,1,0
464.797,0,20,1,1,0
464.895,0,20,1,1,0
464.996,0,20,1,1,0
465.097,0,20,1,1,0
465.196,0,20,1,1,0
465.296,0,20,1,1,0
465.41,0,20,1,1,0
465.496,0,20,1,1,0
465.595,0,20,1,1,0
465.696,0,20,1,1,0
465.796,0,20,1,1,0
465.895,0,20,1,1,0
465.996,0,20,1,1,0
466.096,0,20,1,1,0
466.196,0,20,1,1,0
466.297,0,20,1,1,0
466.397,0,20,1,1,0
466.497,0,20,1,1,0
466.595,0,20,1,1,0
466.695,0,20,1,1,0
466.795,0,20,1,1,0
466.895,0,20,1,1,0
466.996,0,20,1,1,0
467.096,0,20,1,1,0
467.196,0,20,1,1,0
467.296,0,20,1,1,0
467.396,0,20,1,1,0
467.496,0,20,1,1,0
467.595,0,20,1,1,0
467.695,0,20,1,1,0
467.795,0,20,1,1,0
467.896,0,20,1,1,0
467.995,0,20,1,1,0
468.095,0,20,1,1,0
468.196,0,20,1,1,0
468.295,0,20,1,1,0
468.395,0,20,1,1,0
468.495,0,20,1,1,0
468.595,0,20,1,1,0
468.695,0,20,1,1,0
468.795,0,20,1,1,0
468.896,0,20,1,1,0
468.996,0,20,1,1,0
469.096,0,20,1,1,0
469.197,0,20,1,1,0
469.297,0,20,1,1,0
469.397,0,20,1,1,0
469.497,0,20,1,1,0
469.598,0,20,1,1,0
469.697,0,20,1,1,0
469.797,0,20,1,1,0
469.897,0,20,1,1,0
469.931,0,20,1,1,0
470.022,0,20,1,1,0
470.122,0,20,1,1,0
470.222,0,20,1,1,0
470.322,0,20,1,1,0
470.423,0,20,1,1,0
470.522,0,20,1,1,0
470.622,0,20,1,1,0
470.722,0,20,1,1,0
470.822,0,20,1,1,0
470.922,0,20,1,1,0
471.021,0,20,1,1,0
471.122,0,20,1,1,0
471.222,0,20,1,1,0
471.322,0,20,1,1,0
471.422,0,20,1,1,0
471.522,0,20,1,1,0
471.622,0,20,1,1,0
471.722,0,20,1,1,0
471.822,0,20,1,1,0
471.922,0,20,1,1,0
472.022,0,20,1,1,0
472.122,0,20,1,1,0
472.222,0,20,1,1,0
472.322,0,20,1,1,0
472.422,0,20,1,1,0
472.522,0,20,1,1,0
472.621,0,20,1,1,0
472.721,0,20,1,1,0
472.82,0,20,1,1,0
472.92,0,20,1,1,0
473.02,0,20,1,1,0
473.121,0,20,1,1,0
473.22,0,20,1,1,0
473.321,0,20,1,1,0
473.421,0,20,1,1,0
473.521,0,20,1,1,0
473.621,0,20,1,1,0
473.721,0,20,1,1,0
473.821,0,20,1,1,0
473.921,0,20,1,1,0
474.02,0,20,1,1,0
474.12,0,20,1,1,0
474.221,0,20,1,1,0
474.32,0,20,1,1,0
474.421,0,20,1,1,0
474.521,0,20,1,1,0
474.62,0,20,1,1,0
474.721,0,20,1,1,0
474.821,0,20,1,1,0
474.921,0,20,1,1,0
475.021,0,20,1,1,0
475.121,0,20,1,1,0
475.221,0,20,1,1,0
475.322,0,20,1,1,0
475.421,0,20,1,1,0
475.524,0,20,1,1,0
475.623,0,20,1,1,0
475.723,0,20,1,1,0
475.822,0,20,1,1,0
475.926,0,20,1,1,0
476.021,0,20,1,1,0
476.124,0,20,1,1,0
476.221,0,20,1,1,0
476.323,0,20,1,1,0
476.421,0,20,1,1,0
476.521,0,20,1,1,0
476.621,0,20,1,1,0
476.721,0,20,1,1,0
476.821,0,20,1,1,0
476.922,0,20,1,1,0
477.021,0,20,1,1,0
477.121,0,20,1,1,0
477.223,0,20,1,1,0
477.321,0,20,1,1,0
477.42,0,20,1,1,0
477.52,0,20,1,1,0
477.622,0,20,1,1,0
477.721,0,20,1,1,0
477.821,0,20,1,1,0
477.921,0,20,1,1,0
478.021,0,20,1,1,0
478.122,0,20,1,1,0
478.222,0,20,1,1,0
478.321,0,20,1,1,0
478.42,0,20,1,1,0
478.52,0,20,1,1,0
478.621,0,20,1,1,0
478.722,0,20,1,1,0
478.821,0,20,1,1,0
478.922,0,20,1,1,0
479.02,0,20,1,1,0
479.121,0,20,1,1,0
479.22,0,20,1,1,0
479.32,0,20,1,1,0
479.42,0,20,1,1,0
479.52,0,20,1,1,0
479.62,0,20,1,1,0
479.72,0,20,1,1,0
479.82,0,20,1,1,0
479.921,0,20,1,1,0
480.021,0,20,1,1,0
480.12,0,20,1,1,0
480.221,0,20,1,1,0
480.32,0,20,1,1,0
480.421,0,20,1,1,0
480.521,0,20,1,1,0
480.62,0,20,1,1,0
480.721,0,20,1,1,0
480.821,0,20,1,1,0
480.92,0,20,1,1,0
481.02,0,20,1,1,0
481.12,0,20,1,1,0
481.22,0,20,1,1,0
481.32,0,20,1,1,0
481.42,0,20,1,1,0
481.52,0,20,1,1,0
481.62,0,20,1,1,0
481.72,0,20,1,1,0
481.82,0,20,1,1,0
481.921,0,20,1,1,0
482.02,0,20,1,1,0
482.121,0,20,1,1,0
482.221,0,20,1,1,0
482.32,0,20,1,1,0
482.42,0,20,1,1,0
482.52,0,20,1,1,0
482.62,0,20,1,1,0
482.72,0,20,1,1,0
482.821,0,20,1,1,0
482.92,0,20,1,1,0
483.02,0,20,1,1,0
483.12,0,20,1,1,0
483.22,0,20,1,1,0
483.32,0,20,1,1,0
483.42,0,20,1,1,0
483.521,0,20,1,1,0
483.62,0,20,1,1,0
483.72,0,20,1,1,0
483.82,0,20,1,1,0
483.92,0,20,1,1,0
484.02,0,20,1,1,0
484.121,0,20,1,1,0
484.22,0,20,1,1,0
484.32,0,20,1,1,0
484.42,0,20,1,1,0
484.52,0,20,1,1,0
484.621,0,20,1,1,0
484.72,0,20,1,1,0
484.824,0,20,1,1,0
484.925,0,20,1,1,0
485.047,0,20,1,1,0
485.123,0,20,1,1,0
485.221,0,20,1,1,0
485.323,0,20,1,1,0
485.421,0,20,1,1,0
485.521,0,20,1,1,0
485.621,0,20,1,1,0
485.72,0,20,1,1,0
485.822,0,20,1,1,0
485.923,0,20,1,1,0
486.022,0,20,1,1,0
486.122,0,20,1,1,0
486.222,0,20,1,1,0
486.324,0,20,1,1,0
486.422,0,20,1,1,0
486.522,0,20,1,1,0
486.623,0,20,1,1,0
486.738,0,20,1,1,0
486.822,0,20,1,1,0
486.921,0,20,1,1,0
487.022,0,20,1,1,0
487.121,0,20,1,1,0
487.222,0,20,1,1,0
487.321,0,20,1,1,0
487.42,0,20,1,1,0
487.522,0,20,1,1,0
487.621,0,20,1,1,0
487.721,0,20,1,1,0
487.821,0,20,1,1,0
487.921,0,20,1,1,0
488.022,0,20,1,1,0
488.123,0,20,1,1,0
488.222,0,20,1,1,0
488.322,0,20,1,1,0
488.421,0,20,1,1,0
488.521,0,20,1,1,0
488.622,0,20,1,1,0
488.721,0,20,1,1,0
488.824,0,20,1,1,0
488.92,0,20,1,1,0
489.02,0,20,1,1,0
489.121,0,20,1,1,0
489.221,0,20,1,1,0
489.322,0,20,1,1,0
489.421,0,20,1,1,0
489.521,0,20,1,1,0
489.62,0,20,1,1,0
489.72,0,20,1,1,0
489.821,0,20,1,1,0
489.923,0,20,1,1,0
490.022,0,20,1,1,0
490.123,0,20,1,1,0
490.227,0,20,1,1,0
490.322,0,20,1,1,0
490.454,0,20,1,1,0
490.622,0,20,1,1,0
490.719,0,20,1,1,0
490.789,0,20,1,1,0
490.827,0,20,1,1,0
490.923,0,20,1,1,0
491.024,0,20,1,1,0
491.128,0,20,1,1,0
491.223,0,20,1,1,0
491.325,0,20,1,1,0
491.426,0,20,1,1,0
491.522,0,20,1,1,0
491.621,0,20,1,1,0
491.723,0,20,1,1,0
491.823,0,20,1,1,0
491.922,0,20,1,1,0
492.022,0,20,1,1,0
492.122,0,20,1,1,0
492.221,0,20,1,1,0
492.329,0,20,1,1,0
492.424,0,20,1,1,0
492.529,0,20,1,1,0
492.633,0,20,1,1,0
492.725,0,20,1,1,0
492.825,0,20,1,1,0
492.93,0,20,1,1,0
493.024,0,20,1,1,0
493.122,0,20,1,1,0
493.222,0,20,1,1,0
493.322,0,20,1,1,0
493.423,0,20,1,1,0
493.522,0,20,1,1,0
493.621,0,20,1,1,0
493.73,0,20,1,1,0
493.822,0,20,1,1,0
493.923,0,20,1,1,0
494.025,0,20,1,1,0
494.122,0,20,1,1,0
494.223,0,20,1,1,0
494.322,0,20,1,1,0
494.421,0,20,1,1,0
494.522,0,20,1,1,0
494.622,0,20,1,1,0
494.722,0,20,1,1,0
494.907,0,20,1,1,0
494.953,0,20,1,1,0
495.023,0,20,1,1,0
495.121,0,20,1,1,0
495.221,0,20,1,1,0
495.322,0,20,1,1,0
495.422,0,20,1,1,0
495.522,0,20,1,1,0
495.62,0,20,1,1,0
495.723,0,20,1,1,0
495.822,0,20,1,1,0
495.923,0,20,1,1,0
496.022,0,20,1,1,0
496.122,0,20,1,1,0
496.222,0,20,1,1,0
496.321,0,20,1,1,0
496.421,0,20,1,1,0
496.521,0,20,1,1,0
496.621,0,20,1,1,0
496.721,0,20,1,1,0
496.82,0,20,1,1,0
496.922,0,20,1,1,0
497.02,0,20,1,1,0
497.121,0,20,1,1,0
